"org_name","tax_id","sporulation","gram_stain","metabolism","cell_shape","motility","ref_type","reference"
"Burkholderia vietnamiensis",60552,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Hyphomonas neptunium",81032,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brevundimonas naejangsanensis",588932,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"secondary endosymbiont of Heteropsylla cubana",134287,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingopyxis sp. MC1",1174684,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter indicus",756892,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium orygis",1305738,"0","1","strictaero","bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Caldicellulosiruptor bescii",31899,"0","1","strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Helcococcus kunzii",40091,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Blochmannia pennsylvanicus",101534,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"secondary endosymbiont of Ctenarytaina eucalypti",1199245,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Marinobacter nanhaiticus",1305740,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"beta proteobacterium CB",543913,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Hyphomicrobium zavarzinii",48292,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halothermothrix orenii",31909,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Natronorubrum sulfidifaciens",388259,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter pittii",48296,"0","0",NA,"bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Nitrosomonas sp. Is79A3",261292,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Psychrobacter cryohalolentis",330922,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Collimonas fungivorans",158899,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mesorhizobium sp. STM 4661",1297570,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderia phytofirmans",261302,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermococcus sp. CL1",163003,"0",NA,"strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Blattabacterium sp. (Blatta orientalis)",367806,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bdellovibrio exovorus",453816,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Pelagibacter sp. IMCC9063",1002672,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Anaerobaculum mobile",97477,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus mucosae",97478,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Oligotropha carboxidovorans",40137,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudorhodobacter ferrugineus",77008,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Silanimonas lenta",265429,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Amycolatopsis orientalis",31958,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Arenitalea lutea",1178825,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfotomaculum hydrothermale",412895,NA,NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces sp. SA3_actG",683219,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Paenibacillus alvei",44250,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Joostella marina",453852,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Paenibacillus lactis",228574,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium oligotrophicum",44255,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Cylindrospermopsis raciborskii",77022,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus jensenii",109790,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium iranicum",912594,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Gordonia otitidis",249058,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Ralstonia sp. 5_7_47FAA",658664,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Uzinura diaspidicola",670956,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Geobacillus sp. C56-T3",691437,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. D1",556258,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"beta proteobacterium KB13",314607,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Erysipelotrichaceae bacterium 21_3",658657,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium sp. 012931",1187065,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Singulisphaera acidiphila",466153,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Wolbachia endosymbiont of Drosophila simulans",77038,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Parabacteroides sp. D25",658661,"0",NA,"strictanaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Denitrovibrio acetiphilus",118000,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella multisaccharivorax",310514,"0","0",NA,"bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Candidatus Liberibacter solanacearum",556287,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylobacterium radiotolerans",31998,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Marinobacter sp. BSs20148",490759,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides helcogenes",290053,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Oscillatoria nigro-viridis",482564,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dickeya dianthicola",204039,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dickeya dadantii",204038,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Dickeya zeae",204042,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Acidovorax sp. JS42",232721,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma moatsii",171287,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter johnsonii",40214,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma cynos",171284,"0","0",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter junii",40215,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter radioresistens",40216,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Helicobacter hepaticus",32025,"0","0",NA,"spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Marinomonas sp. MWYL1",400668,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Fervidobacterium pennivorans",93466,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus infantis",68892,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Geobacter daltonii",1203471,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylophaga thiooxydans",392484,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderia rhizoxinica",412963,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Advenella kashmirensis",310575,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Deinococcus geothermalis",68909,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Synechococcus elongatus",32046,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Treponema azotonutricium",150829,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Synechococcus sp. PCC 7002",32049,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Synechococcus sp. WH 7803",32051,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Ethanoligenens harbinense",253239,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhodobacteraceae bacterium HTCC2150",388401,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus sp. B14905",388400,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalivibrio sp. K90mix",396595,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Calothrix parietina",32054,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Chloracidobacterium thermophilum",458033,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Tetrasphaera elongata",101689,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Algoriphagus machipongonensis",388413,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Calothrix sp. PCC 7103",32057,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sediminibacterium sp. OR43",1076522,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhodanobacter sp. OR87",1076523,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aeropyrum pernix",56636,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhodanobacter sp. OR92",1076524,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Labrenzia alexandrii",388408,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Owenweeksia hongkongensis",253245,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Liberibacter crescens",1273132,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Helicobacter cetorum",138563,"0","0",NA,"spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Gillisia limnaea",195907,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium colombiense",339268,"0","1","strictaero","bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Aliivibrio salmonicida",40269,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas sp. P179",1125698,"0","0","strictaero",NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Parvularcula bermudensis",208216,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Myxococcus sp. (contaminant ex DSM 436)",1297742,"1","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Wolbachia endosymbiont of Drosophila melanogaster",163164,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermosynechococcus elongatus",146786,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Olsenella profusa",138595,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alkaliphilus metalliredigens",208226,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Propionibacterium sp. HGH0353",1203571,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Dermabacter sp. HFH0086",1203568,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudoxanthomonas suwonensis",314722,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Haemophilus pittmaniae",249188,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Brachyspira pilosicoli",52584,"0","0",NA,"spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas sp. HPB0071",1203578,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Pelagibacterium halotolerans",531813,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium mucogenicum",56689,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Geobacter uraniireducens",351604,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acidaminococcus sp. HPA0509",1203555,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Chthoniobacter flavus",191863,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfitobacter sp. EE-36",52598,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Marinimicrobium agarilyticum",306546,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinomyces sp. HPA0247",1203556,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bifidobacterium animalis",28025,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bifidobacterium pseudocatenulatum",28026,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Sagittula stellata",52603,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Lysinibacillus fusiformis",28031,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfosarcina sp. BuS5",933262,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Borrelia bissettii",64897,"0","0",NA,"spirilla","yes","doi","doi.org/10.1093/nar/gkw964"
"Rhodopirellula baltica",265606,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus lugdunensis",28035,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Stenotrophomonas maltophilia",40324,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter gyllenbergii",134534,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus mitis",28037,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Salisaeta longa",503170,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter parvus",134533,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfovibrio sp. X2",941449,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Kinetoplastibacterium oncopeltii",994696,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halorhabdus utahensis",146826,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Perlucidibaca piscinae",392589,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Kinetoplastibacterium galatii",994695,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermovibrio ammonificans",228745,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Kinetoplastibacterium desouzaii",994692,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Flavobacteriaceae bacterium 3519-10",531844,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alistipes timonensis",1465754,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfurococcus fermentans",228748,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Pleurocapsa sp. PCC 7319",118161,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acidothermus cellulolyticus",28049,NA,"1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Polaromonas naphthalenivorans",216465,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus sp. HPH0090",1203590,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Methylopila sp. M107",1101190,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium liflandii",261524,"0","1","strictaero","bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Methanomassiliicoccus luminyensis",1080712,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylobacterium sp. 77",1101192,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brucella sp. UK1/97",437663,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces sp. HPH0547",1203592,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Veillonella sp. HPA0037",1203593,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Pseudanabaena sp. PCC 6802",118173,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gluconobacter thailandicus",257438,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium yongonense",1203599,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Brucella sp. F23/97",437670,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Borrelia recurrentis",44449,"0","0","strictaero","spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Brucella sp. F96/2",437671,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Geminicoccus roseus",404900,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pleomorphomonas koreensis",257440,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rubrivivax gelatinosus",28068,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nostoc sp. PCC 7524",28072,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Fictibacillus macauensis",245160,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Methylomirabilis oxyfera",671143,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Clostridium colicanis",179628,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halogeometricum borinquense",60847,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Tistrella mobilis",171437,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Campylobacter upsaliensis",28080,"0","0","microaerophilic","spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Providencia alcalifaciens",126385,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brucella sp. F8/99",437687,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brucella sp. UK40/99",437684,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brucella sp. UK5/01",437685,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gloeobacter kilaueensis",1416614,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thiocystis violascens",73141,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. CIP-A165",40373,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alicycliphilus denitrificans",179636,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinomyces sp. oral taxon 448",712124,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter lwoffii",28090,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Neisseria weaveri",28091,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Geobacillus sp. G11MC16",495036,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinomyces sp. oral taxon 175",712119,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderia gladioli",28095,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Lachnospiraceae bacterium 4_1_37FAA",552395,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Erysipelotrichaceae bacterium 5_2_54FAA",552396,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Eubacterium] infirmum",56774,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ruminococcaceae bacterium D16",552398,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cellvibrio japonicus",155077,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Loktanella vestfoldensis",245188,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alteromonas macleodii",28108,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Azobacteroides pseudotrichonymphae",511435,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Francisella philomiragia",28110,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides eggerthii",28111,"0",NA,"strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Tannerella forsythia",28112,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides ovatus",28116,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Atopobium sp. oral taxon 810",712158,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alistipes putredinis",28117,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Odoribacter splanchnicus",28118,"0","0","strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Atopobium sp. oral taxon 199",712156,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Paenibacillus barengoltzii",343517,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfitobacterium sp. PCE1",146907,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Marinobacter santoriniensis",523742,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Phaeobacter gallaeciensis",60890,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sedimenticola selenatireducens",191960,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mesorhizobium australicum",536018,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Porphyromonas asaccharolytica",28123,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Propionibacterium acidifaciens",556499,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Porphyromonas endodontalis",28124,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Elizabethkingia anophelis",1117645,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella bivia",28125,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfobacca acetoxidans",60893,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella buccae",28126,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Saccharopolyspora spinosa",60894,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Prevotella denticola",28129,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella disiens",28130,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella intermedia",28131,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella melaninogenica",28132,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Glaciecola punicea",56804,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermococcus gammatolerans",187878,"0",NA,"strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella nigrescens",28133,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Salinibacter ruber",146919,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella oralis",28134,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella oris",28135,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Glaciecola pallidula",56807,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Geobacillus sp. Y4.1MC1",581103,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus ictaluri",380397,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Rikenella microfusus",28139,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Shewanella frigidimarina",56812,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Cronobacter sakazakii",28141,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Parvimonas sp. oral taxon 110",671230,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Veillonella sp. oral taxon 158",671228,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Serratia proteamaculans",28151,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Veillonella sp. oral taxon 780",671229,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sanguibacter keddieii",60920,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Azovibrio restrictus",146938,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alloprevotella rava",671218,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Azospira oryzae",146939,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nocardioides halotolerans",433660,NA,"1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Candidatus Zinderia insecticola",884215,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Deinococcus deserti",310783,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Accumulibacter phosphatis",327160,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanocaldococcus villosus",667126,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Propionibacterium sp. oral taxon 192",671222,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"gamma proteobacterium SCGC AAA076-P13",1007119,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Shewanella sp. W3-18-1",351745,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Aminomonas paucivorans",81412,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
