"org_name","tax_id","sporulation","gram_stain","metabolism","cell_shape","motility","ref_type","reference"
"alpha proteobacterium HIMB5",859653,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Carsonella ruddii",114186,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Herminiimonas glaciei",523788,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio metschnikovii",28172,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio nigripulchritudo",28173,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gordonia paraffinivorans",175628,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Pusillimonas sp. T7-7",1007105,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio orientalis",28175,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingomonas sp. S17",1007104,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Photodesmus katoptron",28176,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfovibrio aminophilus",81425,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. WSM1743",318996,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Capnocytophaga sp. oral taxon 412",712218,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Clostridium] methoxybenzovorans",81424,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cylindrospermum stagnale",142864,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Capnocytophaga sp. oral taxon 336",712216,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"alpha proteobacterium HIMB59",744985,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptospira noguchii",28182,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinoplanes sp. SE50/110",134676,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Leptospira santarosai",28183,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptospira weilii",28184,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Xanthomonas fragariae",48664,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ahrensia sp. R2A130",744979,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gordonia shandongensis",376351,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Tepidanaerobacter acetatoxydans",499229,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Terriglobus roseus",392734,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Capnocytophaga canimorsus",28188,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bartonella alsatica",52764,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Marinimicrobia bacterium SCGC AAA160-I06",1007123,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Caldicellulosiruptor kristjanssonii",52765,"0","1","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Chthonomonas calidirosea",454171,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Capnocytophaga sp. oral taxon 335",712215,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Caldicellulosiruptor lactoaceticus",52766,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. WSM1253",319003,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Roseibium sp. TrichSKD4",744980,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinomyces georgiae",52768,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Shewanella woodyi",60961,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Corynebacterium ulcerans",65058,"0","1",NA,"bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Prevotella histicola",470565,"0",NA,NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Arcobacter butzleri",28197,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bartonella australis",388640,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Arcobacter nitrofigilis",28199,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterorhabdus caecimuris",671266,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Helicobacter bizzozeronii",56877,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. WSM471",319017,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Oscillatoria acuminata",118323,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Wohlfahrtiimonas chitiniclastica",400946,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermanaerovibrio acidaminovorans",81462,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces turgidiscabies",85558,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Amycolatopsis balhimycina",208443,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Spirochaeta americana",159291,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cardinium endosymbiont of Encarsia pergandiella",249402,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Fodinicurvata sediminis",1121832,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aminobacterium colombiense",81468,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"gamma proteobacterium HIMB55",745014,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfobacula toluolica",28223,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nocardioides sp. JS614",196162,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Frateuria aurantia",81475,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma penetrans",28227,"0","0","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Colwellia psychrerythraea",28229,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halothece sp. PCC 7418",65093,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoanaerobacter indiensis",1125974,"1","1","strictanaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Geobacter metallireducens",28232,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Ruminococcus] obeum",40520,NA,NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas sp. PAMC 25886",1125977,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Shewanella denitrificans",192073,"0","0","facultative",NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Anoxybacillus kamchatkensis",196180,"1","1",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Ornithobacterium rhinotracheale",28251,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Arthrobacter sp. FB24",290399,"0","1","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfitobacterium dichloroeliminans",233055,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptotrichia buccalis",40542,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sutterella wadsworthensis",40545,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma wenyonii",65123,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterobacter cancerogenus",69218,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Jannaschia sp. CCS1",290400,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermodesulfovibrio yellowstonii",28262,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Arcanobacterium haemolyticum",28264,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Verrucosispora maris",1003110,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Actinomyces vaccimaxillae",183916,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Afipia broomeae",56946,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinosynnema mirum",40567,"1","1","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Bacteroides] pectinophilus",384638,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermus oshimai",56957,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Schlesneria paludicola",360056,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Xenorhabdus bovienii",40576,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus selenatarsenatis",388741,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfurospirillum barnesii",44674,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pyrococcus sp. ST04",1183377,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Geothrix fermentans",44676,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Roseobacter sp. SK209-2-6",388739,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thauera sp. MZ1T",85643,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderia lata",482957,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoanaerobacter sp. X513",573062,"1","1","strictanaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Inquilinus limosus",171674,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Frankia sp. EAN1pec",298653,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Frankia sp. EuI1c",298654,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Frankia sp. CN3",298655,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Ornithinimicrobium pekingense",384677,NA,"1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingomonas elodea",179878,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudoalteromonas spongiae",298657,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ureaplasma parvum",134821,"0",NA,NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Thermodesulfatator indicus",171695,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Bacillus] selenitireducens",85683,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio tasmaniensis",212663,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Microbacterium sp. oral taxon 186",712383,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium diazoefficiens",1355477,"0","0",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Achromobacter xylosoxidans",85698,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bartonella tribocorum",85701,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Psychroflexus torquis",57029,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfovibrio sp. A2",298701,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus zeae",57037,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas sp. VLB120",69328,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Oribacterium sp. oral taxon 108",712414,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Carnobacterium sp. 17-4",208596,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ilyobacter polytropus",167642,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus pseudopneumoniae",257758,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Kinetoplastibacterium blastocrithidii",233181,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nesterenkonia alba",515814,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Fibrisoma limi",663275,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halorubrum litoreum",409316,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methyloferula stellata",876270,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Peptoniphilus sp. oral taxon 375",712430,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Stanieria cyanosphaera",102116,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides massiliensis",204516,"0",NA,"strictanaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Thermotoga petrophila",93929,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rahnella sp. Y9602",741091,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Halomonas sp. TD01",999141,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermotoga naphthophila",93930,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Treponema pedis",409322,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nocardioides sp. CF8",110319,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Bacteroides coprosuis",151276,"0","0",NA,"bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Leptolyngbya sp. PCC 7375",102129,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sinorhizobium medicae",110321,"0","0","strictaero",NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Bifidobacterium longum",216816,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Desulfotomaculum gibsoniae",102134,"1",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas poae",200451,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Barnesiella intestinihominis",487174,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermodesulfobium narugense",184064,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dialister succinatiphilus",487173,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Collinsella intestinalis",147207,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylacidiphilum infernorum",511746,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Glaciecola chathamensis",368405,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Crinalium epipsammum",241425,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermotoga sp. RQ2",126740,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Verminephrobacter eiseniae",364317,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Herbaspirillum sp. GW103",1175306,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylovorus glucosotrophus",266009,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Clavibacter michiganensis",28447,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Neisseria subflava",28449,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderia pseudomallei",28450,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Arthrospira platensis",118562,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptospira alstonii",28452,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Geobacillus sp. Y412MC61",544556,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Prevotella multiformis",282402,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Novosphingobium aromaticivorans",48935,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pleomorphomonas oryzae",261934,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. S23321",335659,"0","0",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Methanobacterium paludis",868131,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Proteiniphilum acetatigenes",294710,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ectothiorhodospira sp. PHS-1",519989,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cronobacter turicensis",413502,"0","0",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"nanoarchaeote Nst1",1294122,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderiales bacterium JOSHI_001",864051,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Agrobacterium albertimagni",147266,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bifidobacterium subtile",77635,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalivibrio sp. ALE11",1265494,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalimicrobium cyclicum",147268,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Hydrogenobaculum sp. Y04AAS1",380749,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Microvirga lotononidis",864069,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalivibrio sp. ALMg2",1265497,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Fervidicoccus fontis",683846,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Kangiella koreensis",261964,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. D20",585543,"0",NA,"strictanaero","bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Dysgonomonas mossii",163665,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Melioribacter roseus",1134405,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingomonas sp. MM-1",745310,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Flavobacterium frigoris",229204,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Selenomonas sp. oral taxon 137",712531,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cyanobacterium stanieri",102235,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Haloferax alexandrinus",114529,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leeuwenhoekiella blandensis",360293,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mesoflavibacter zeaxanthinifaciens",393060,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dehalogenimonas lykanthroporepellens",552810,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Spiroplasma chrysopicola",216933,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Spiroplasma diminutum",216936,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cyanothece sp. PCC 7424",65393,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Spiroplasma syrphidicola",216945,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermacetogenium phaeum",85874,NA,NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Petrotoga mobilis",69499,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thalassobacter arenae",491388,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pontibacter actiniarum",323450,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Granulibacter bethesdensis",364410,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halococcus salifodinae",36738,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Borrelia duttonii",40834,"0","0",NA,"spirilla","yes","doi","doi.org/10.1093/nar/gkw964"
"Natronobacterium gregoryi",44930,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Frankia sp. CcI3",106370,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Methanocella arvoryzae",1175445,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. Ai1a-2",196490,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Clostridium saccharoperbutylacetonicum",36745,"1",NA,NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Kordia algicida",221066,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus pasteurii",872327,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Streptomyces davawensis",348043,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Fibrella aestuarina",651143,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pantoea vagans",470934,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Aequorivita capsosiphonis",487317,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter soli",487316,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Fischerella sp. JSC-11",741277,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Moraxella macacae",765840,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cellvibrio sp. BR",1134474,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pelotomaculum thermopropionicum",110500,"1",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"alpha proteobacterium IMCC14465",1220535,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aurantimonas manganoxydans",651183,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus sp. oral taxon 056",712620,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Selenomonas noxia",135083,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Geobacter bemidjiensis",225194,"0","0","strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Selenomonas flueggei",135080,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Shewanella sp. ANA-3",94122,"0","0","facultative",NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Gaetbulibacter saemankumensis",311208,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bartonella rattimassiliensis",270250,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Geopsychrobacter electrodiphilus",225196,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ramlibacter tataouinensis",94132,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. ORS 278",114615,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylobacterium nodulans",114616,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderia terrae",311230,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus sp. oral taxon 071",712630,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Marinobacter daepoensis",262077,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium abscessus",36809,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium vanbaalenii",110539,"0","1","strictaero","bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Isoptericola variabilis",139208,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Chitinimonas koreensis",356302,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhodococcus sp. JVH1",745408,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Spongiibacter tropicus",454602,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium rhodesiae",36814,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Maritalea myrionectae",454601,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces sp. PAMC26508",1265601,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Amycolatopsis azurea",36819,NA,"1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Gordonia aichiensis",36820,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Burkholderia sp. YI23",1097668,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Gordonia amarae",36821,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Gordonia rubripertincta",36822,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Gordonia sputi",36823,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Methanosphaerula palustris",475088,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halomonas sp. GFAJ-1",1118153,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinoalloteichus cyanogriseus",65497,NA,"1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Candidatus Arthromitus sp. SFB-mouse",49118,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus haemoperoxidus",155618,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides salanitronis",376805,"0","0",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Bacteroides barnesiae",376804,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lachnospiraceae bacterium 28-4",397287,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus moraviensis",155617,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudoalteromonas agarivorans",176102,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
