"tax_id","org_name","metabolism","ref_type","reference"
466,"Legionella maceachernii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
451,"Tatlockia micdadei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
451,"Legionella pittsburghensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29575,"Taylorella equigenitalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
382514,"Telmatospirillum siberiense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1413211,"Tepidibacillus decaturensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
247482,"Tepidimonas aquatica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
54015,"Terrabacter sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1524974,"Testudinibacter aquarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
51669,"Tetragenococcus halophilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1513898,"Tetragenococcus halophilus subsp. flandriensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
290335,"Tetragenococcus koreensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
526944,"Tetragenococcus osmophilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
71453,"Tetragenococcus solitarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1993874,"Tetragenococcus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
136094,"Thermocrinis albus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
381751,"Thermocrinis minervae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1495650,"Thermoflexus hugenholtzii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1382306,"Thermogemmatispora carboxidivorans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
547122,"Thioalbus denitrificans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
279810,"Thiobacter subterraneus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
444162,"Thiofaba tepidiphila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1537524,"Thiogranum longum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
381308,"Thiohalophilus thiocyanatoxydans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
381306,"Thiohalorhabdus denitrificans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
476279,"Thiohalospira alkaliphila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
406020,"Thiomicrospira microaerophila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
545537,"Thiomonas islandica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
394805,"Thioprofundum hispidum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
571898,"Thioprofundum lithotrophicum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
140314,"Trichococcus palustris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
445930,"Trueperella abortisuis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
59561,"Trueperella bernardiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
312285,"Trueperella bialowiezense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
312286,"Trueperella bonasi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1661,"Trueperella pyogenes","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47312,"Tsukamurella pulmonis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
147577,"Tsukamurella strandjordii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
57704,"Tsukamurella tyrosinosolvens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29321,"Turicella otitidis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
51173,"Ureibacillus thermosphaericus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1524965,"Ursidibacter arcticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1331689,"Ursidibacter maritimus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
218144,"Vagococcus carniphilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
180344,"Vagococcus elongatus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
120370,"Vagococcus fessus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2738,"Vagococcus fluvialis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
81947,"Vagococcus lutrae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1177728,"Varibaculum anthropi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
184870,"Varibaculum cambriense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1773489,"Varunaivibrio sulfuroxidans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
407998,"Venenivibrio stagnispumantis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1443036,"Vespertiliibacter pulmonis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
666,"Vibrio cholerae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1872700,"Virgibacillus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
256731,"Volucribacter amazonae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
203482,"Volucribacter psittacicida","microaerophilic","doi","doi.org/10.1093/nar/gky879"
206045,"Vulcanithermus mediatlanticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
343874,"Wautersiella falsenii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1014,"Weeksella virosa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
504936,"Weissella beninensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1505725,"Weissella bombi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
759620,"Weissella ceti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
137591,"Weissella cibaria","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1583,"Weissella confusa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1162633,"Weissella diestrammenae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1070421,"Weissella fabalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
546157,"Weissella fabaria","microaerophilic","doi","doi.org/10.1093/nar/gky879"
467997,"Weissella ghanensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1615,"Weissella halotolerans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1616,"Weissella kandleri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1129792,"Weissella oryzae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1249,"Weissella paramesenteroides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
155866,"Weissella soli","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1896315,"Weissella sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
89061,"Weissella thailandensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1479233,"Weissella uvarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1629,"Weissella viridescens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
85044,"Williamsia muralis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
628,"Xenorhabdus nematophila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1808945,"Zunongwangia endophytica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
120045,"Zymomonas mobilis subsp. mobilis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
542,"Zymomonas mobilis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
