isolate.code,name,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,bv,bv.choice
211,Detonula confervacea,,,,,confervacea,Detonula,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.214880815,1
212,Olisthodiscus luteus clone OLMS,,,,OLMS,luteus,Olisthodiscus,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,2.988277018,1
214,Dactyliosolen fragilissimus,Rhizosolenia fragilissima,,,,fragilissimus,Dactyliosolen,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,4.362081192,1
215,Skeletonema costatum clone SK6C,,,,SK6C,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.907601307,1
216,Thalassiosira nordenskioeldii clone TN-2,,,,TN-2,nordenskioeldii,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.727489251,1
217,Thalassiosira rotula clone A8,,,,A8,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.576110894,1
218,Phaeodactylum tricornutum clone Pet Pd,Nitzschia closterium forma minutissima,,,PetPD,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,1.627660367,1
219,Alexandrium tamarense clone GTMP,Protogonyaulax tamarensis,,,GTMP,tamarense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,3.112942086,1
220,Asterionellopsis glacialis,Asterionella japonica,,,,glacialis,Asterionellopsis,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.188600414,1
221,Rhizosolenia setigera,,,,,setigera,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,4.673571645,1
222,Skeletonema costatum clone 9,,,,9,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.907601307,1
223,Thalassionema nitzschioides,,,,,nitzschioides,Thalassionema,Thalassionemataceae,Thalassionematales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.995110771,1
224,Stephanodiscus minutus strain LM STEPH S-1 JM,,,LM STEPH S-1 JM,,minutus,Stephanodiscus,Stephanodiscaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.118425684,3
225,Gymnodinium catenatum,,,,,catenatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,2.621361401,3
226,Scenedesmus sp.,,,,,,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,2.02022462,1
227,Anabaena sp.,,,,,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,2.15399188,1
228,Aphanizomenon sp.,,,,,,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.824714867,1
229,Microcystis aeruginosa strain Berkeley 7005,,,Berkely 7005,,aeruginosa,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.484755387,1
230,Microcystis sp.,,,,,,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.631033705,1
231,Prochlorococcus marinus strain MED4 (clade 2),,,MED4,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,-0.886056648,3
232,Prorocentrum minimum,,,,,minimum,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Dinophyta,Chromista,Eukaryota,3.927094148,1
233,Alexandrium fundyense strain MI,,,MI,,fundyense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,3.483757194,3
234,Detonula confervacea,,,,,confervacea,Detonula,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.214880815,1
235,Thalassiosira nordenskioeldii,,,,,nordenskioeldii,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.727489251,1
236,Chlamydomonas reinhardtii,,,,,reinhardtii,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,2.191245447,3
237,Synechococcus lividus,,,,,lividus,Synechococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,-0.165366041,3
238,Gephyrocapsa oceanica var. typica strain ARC3,,,ARC3,,oceanica,Gephyrocapsa,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,2.937016107,1
239,Alexandrium fundyense strain BoF,,,BoF,,fundyense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,3.483757194,3
240,Pseudo-nitzschia granii,,,,,granii,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.079181246,3
241,Cryptomonas erosa,,,,,erosa,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista,Eukaryota,2.726928917,1
242,Pseudo-nitzschia multiseries,Nitzschia pungens f. multiseries,,,,multiseries,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.049992857,1
243,Amphidinium carteri,Amphidinium carterae,,,,carteri,Amphidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,1.8219245,3
244,Chlamydomonas sp.,,,,,,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,2.191245447,1
245,Entomoneis sp.,,,,,,Entomoneis,Entomoneidaceae,Surirellales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.442534703,1
246,Pseudo-nitzschia multiseries,Nitzschia pungens f. multiseries,,,,multiseries,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.049992857,1
247,Eutreptiella pomquetensis,Tetreutreptia pomquetensis,,,,pomquetensis,Eutreptiella,Eutreptiaceae,Eutreptiales,Euglenophyceae,Euglenophyta,Protozoa,Eukaryota,3.190600615,3
248,Fragilaria crotonensis,,,,,crotonensis,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.867124701,1
249,Staurastrum pingue,,,,,pingue,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,3.301029996,1
250,Cylindrospermopsis raciborskii strain ACT-9502,,,ACT-9502,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.560880567,1
251,Diatoma tenue,Diatoma elongatum,,,,tenue,Diatoma,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.222416625,1
252,Fragilaria capucina,,,,,capucina,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.46655534,1
253,Fragilaria crotonensis,,,,,crotonensis,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.867124701,1
254,Nitzschia holsatica,Nitzschia actinastroides,,,,holsatica,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.140508043,2
255,Synedra acus var. radians,,,,,acus,Synedra,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.896425583,1
256,Skeletonema costatum clone FHS 3,,,,FHS 3,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.907601307,1
257,Skeletonema costatum clone FHS 7,,,,FHS 7,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.907601307,1
258,Cylindrospermopsis raciborskii strain PMC 99.12,,,PMC 99.12,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.560880567,1
259,Phaeodactylum tricornutum strain NEPCC 640,Nitzschia closterium forma minutissima,,NEPCC 640,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,1.627660367,1
260,Emiliania huxleyi strain Van556,Coccolithus huxleyi,,Van556,,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,1.481859156,1
261,Synura sphagnicola,,,,,sphagnicola,Synura,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,2.506357857,3
262,Phaeodactylum tricornutum strain CCAP 1052/1A,Nitzschia closterium forma minutissima,,CCAP 1052/1A,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,1.627660367,1
263,Prymnesium parvum f. patelliferum strain CCAP 946/4,Prymnesium patelliferum,,CCAP 946/4,,parvum,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,2.469822016,1
264,Asterionellopsis glacialis,Asterionella japonica,,,,glacialis,Asterionellopsis,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.188600414,1
265,Cryptomonas pyrenoidifera,Cryptomonas ovata var. palustris,,,,pyrenoidifera,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista,Eukaryota,3.09312789,2
266,Odontella aurita,Biddulphia aurita,,,,aurita,Odontella,Triceratiaceae,Triceratiales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,4.337662883,1
268,Prymnesium parvum strain CCAP 946/1B,,,CCAP 946/1B,,parvum,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,2.469822016,1
269,Asterionella formosa,,,,,formosa,Asterionella,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.53612308,1
270,Cosmarium abbreviatum,,,,,abbreviatum,Cosmarium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,3.653212514,1
271,Staurastrum avicula,,,,,avicula,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,3.219293468,3
272,Staurastrum cingulum,,,,,cingulum,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,3.707477346,1
273,Asterionella formosa,,,,,formosa,Asterionella,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.53612308,1
274,Closterium acutum,,,,,acutum,Closterium,Closteriaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,2.906545955,1
275,Fragilaria crotonensis,,,,,crotonensis,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.867124701,1
276,Staurastrum pingue,,,,,pingue,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,3.301029996,1
277,Staurastrum planctonicum,,,,,planctonicum,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,3.219293468,3
278,Stephanodiscus hantzschii,,,,,hantzschii,Stephanodiscus,Stephanodiscaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.825515445,1
279,Cylindrospermopsis raciborskii strain CYLI-53,,,CYLI-53,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.560880567,1
280,"Botryococcus braunii strain CHN 357, UTEX 572",,,"CHN 357, UTEX 572",,braunii,Botryococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,1.794526923,1
281,Aphanizomenon gracile strain 16D11,,,16D11,,gracile,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.824714867,3
282,Monoraphidium convolutum strain CCAP 202/10B,Ankistrodesmus convolutus,,CCAP 202/10B,,convolutum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,1.226664762,2
283,Closterium limneticum,,,,,limneticum,Closterium,Closteriaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,2.774635394,3
284,Cosmarium biretum,,,,,biretum,Cosmarium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,2.3881881,3
285,Cosmarium kjellmanii,,,,,kjellmanii,Cosmarium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,2.3881881,3
286,Staurastrum chaetoceras,,,,,chaetoceras,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,3.602059991,1
287,Planktothrix agardhii,Oscillatoria agardhii,,,,agardhii,Planktothrix,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.5607547,1
288,Aphanizomenon aphanizomenoides strain 22C4-9,,,22C4-9,,aphanizomenoides,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.824714867,3
289,Cylindrospermopsis raciborskii strain 24G7,,,24G7,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.560880567,1
290,Anabaena macrospora strain ST195AS,,,ST195AS,,macrospora,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.975456047,1
291,Aphanizomenon flos-aquae strain ST115AF,,,ST115AF,,flos-aquae,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.824714867,3
293,Anabaena bergii strain LIE02AB,,,LIE02AB,,bergii,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,2.15399188,3
294,Staurastrum anatinum,,,,,anatinum,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,3.219293468,3
296,Aulacoseira baicalensis,,,,,baicalensis,Aulacoseira,Aulacoseiraceae,Aulacoseirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.018124528,3
297,Synechocystis limnetica,,,,,limnetica,Synechocystis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,0.533454475,3
298,"Isochrysis galbana strain CCMP1323, Iso.",,,"CCMP1323, Iso.",,galbana,Isochrysis,Isochrysidaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,1.562298955,1
300,Anabaena flos-aquae,,,,,flos-aquae,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,2.15399188,3
301,Cryptomonas curvata strain CCAP 969/62,,,CCAP 969/62,,curvata,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista,Eukaryota,3.848060463,1
302,Planktothrix agardhii,Oscillatoria agardhii,,,,agardhii,Planktothrix,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.5607547,1
303,Asterionella formosa,,,,,formosa,Asterionella,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.53612308,1
304,Ceratium furcoides,,,,,furcoides,Ceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,4.6427085,3
305,Cryptomonas marssonii,,,,,marssonii,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista,Eukaryota,2.910906017,3
306,Dinobryon divergens,,,,,divergens,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista,Eukaryota,2.079234836,1
307,Staurastrum cingulum,,,,,cingulum,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,3.707477346,1
308,Synura petersenii strain CCAP 960/3,,,CCAP 960/3,,petersenii,Synura,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,2.506357857,3
310,Asterionella formosa,,,,,formosa,Asterionella,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.53612308,1
311,Aphanizomenon flos-aquae,,,,,flos-aquae,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.824714867,3
312,Melosira italica ssp. subarctica,Aulacoseira subarctica,,,,italica,Melosira,Melosiraceae,Melosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.986923613,1
313,Limnothrix redekei,Oscillatoria redekei,,,,redekei,Limnothrix,Pseudoanabaenaceae,Pseudoanabaenales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.28268772,4
315,Stephanodiscus astraea,,,,,astraea,Stephanodiscus,Stephanodiscaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,3.984347258,1
316,Stephanodiscus hantzschii,,,,,hantzschii,Stephanodiscus,Stephanodiscaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.825515445,1
317,Phaeocystis pouchetii,,,,,pouchetii,Phaeocystis,Phaeocystaceae,Phaeocystales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,1.839232641,3
318,Diacronema lutheri strain NEPCC 5,Monochrysis lutheri,Pavlova lutheri,NEPCC 5,,lutheri,Diacronema,Pavlovaceae,Pavlovales,Pavlovophyceae,Haptophyta,Chromista,Eukaryota,1.86332286,1
319,Skeletonema costatum,,,,,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.907601307,1
320,Alexandrium ostenfeldii clone LF-37,,,,LF-37,osterfeldii,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,3.483757194,3
321,Prymnesium parvum strain K0081,,,K0081,,parvum,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,2.469822016,1
324,Gymnodinium corollarium clone GCTV-B4,,,GCTV-B4,,corollarium,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,2.621361401,3
327,Amphidinium carteri,,,,,carteri,Amphidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,1.8219245,3
328,Eutreptiella gymnastica,,,,,gymnastica,Eutreptiella,Eutreptiaceae,Eutreptiales,Euglenophyceae,Euglenophyta,Protozoa,Eukaryota,3.190600615,3
329,Karlodinium veneficum strain KT76E,Gymnodinium galatheanum,,KT76E,,veneficum,Karlodinium,Kareniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,2.832508913,2
330,Gymnodinium aureolum,Gyrodinium aureolum,,,,aureolum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,2.621361401,3
331,Gyrodinium estuariale,,,,,estuariale,Gyrodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,3.30311,3
332,Heterocapsa rotundata,Katodinium rotundatum,,,,rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,3.2470731,4
333,Micromonas pusilla,,,,,pusilla,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Plantae,Eukaryota,0.618048097,1
334,Ochromonas minima,,,,,minima,Ochromonas,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista,Eukaryota,2.045345579,3
335,Olisthodiscus luteus,,,,,luteus,Olisthodiscus,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,2.988277018,1
338,Pyramimonas disomata,,,,,disomata,Pyramimonas,Pyramimonadaceae,Pyramimonadales,Prasinophyceae,Chlorophyta,Plantae,Eukaryota,1.999300167,3
339,Scrippsiella trochoidea,Glenodinium trochoideum,,,,trochoidea,Scripsiella,Peridiniaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,2.972396723,4
340,Planktothrix agardhii,Oscillatoria agardhii,,,,agardhii,Planktothrix,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.5607547,1
341,Prymnesium parvum strain RL10parv93,,,RL10parv93,,parvum,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,2.469822016,1
342,Prymnesium parvum f. patelliferum strain RHpat93,Prymnesium patelliferum,,RHpat93,,parvum,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,2.469822016,1
343,Dunaliella tertiolecta strain CCAP 19/6B,,,CCAP 19/6B,,tertiolecta,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,2.6983672,3
344,Biceratium furca,Ceratium furca,,,,furca,Biceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,4.73731202,2
345,Neoceratium fusus,Ceratium fusus var. seta,,,,fusus,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,4.6427085,4
346,Neoceratium lineatum,Ceratium lineatum,,,,lineatum,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,4.6427085,4
347,Ceratium tripos var. atlanticum,,,,,tripos,Ceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,4.6427085,3
348,Emiliania huxleyi strain G1779Ga,Coccolithus huxleyi,,G1779Ga,,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,1.481859156,1
349,Diacronema lutheri strain CCMP1325,Monochrysis lutheri,Pavlova lutheri,"Mono, CCMP 1325",,lutheri,Diacronema,Pavlovaceae,Pavlovales,Pavlovophyceae,Haptophyta,Chromista,Eukaryota,1.86332286,1
351,Cryptomonas sp. strain F,,,F,,,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista,Eukaryota,2.910906017,1
352,Emiliania huxleyi strain PML B92/11,Coccolithus huxleyi,,PML B92/11,,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,1.481859156,1
353,Emiliania huxleyi strain B92/21,Coccolithus huxleyi,,B92/21,,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,1.481859156,1
354,Anabaena sp. strain 123,,,123,,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,2.15399188,1
355,Anabaena sp. strain 14,,,14,,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,2.15399188,1
356,Anabaena sp. strain 202A1,,,202A1,,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,2.15399188,1
357,Anabaena sp. strain 90,,,90,,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,2.15399188,1
358,Emiliania huxleyi clone M,Coccolithus huxleyi,,,M,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,1.481859156,1
359,Eutreptiella sp. strain R,,,R,,,Eutreptiella,Eutreptiaceae,Eutreptiales,Euglenophyceae,Euglenophyta,Protozoa,Eukaryota,3.190600615,1
361,Chaetoceros sp.,,,,,,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.187126,1
362,Nitzschia frigida,,,,,frigida,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.857690576,1
364,Prochlorococcus marinus strain MIT9312 (clade 1),,,MIT9312,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,-0.886056648,3
365,Prochlorococcus marinus strain MIT9215 (clade 1),,,MIT9215,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,-0.886056648,3
366,Prochlorococcus marinus strain MIT9515 (clade 2),,,MIT9515,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,-0.886056648,3
367,Alexandrium monilatum,,,,,monilatum,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,3.483757194,3
368,Prochlorococcus marinus strain NATL2A,,,NATL2A,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,-0.886056648,3
369,Prochlorococcus marinus strain MIT9313,,,MIT9313,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,-0.886056648,3
370,Coscinodiscus wailesii,,,,,wailesii,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,6.96744304,1
371,Microcystis aeruginosa strain NRC-1,,,NRC-1,,aeruginosa,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.484755387,1
372,Scrippsiella trochoidea strain ScrpMxB,Glenodinium trochoideum,,ScrpMxB,,trochoidea,Scripsiella,Peridiniaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,2.972396723,4
373,Aphanizomenon flos-aquae var. klebahnii strain EAWAG no. 103,,,EAWAG no. 103,,flos-aquae,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,1.824714867,3
374,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Microcystis incerta,,"CCAP LB1450/2, UV-003, CCALA 105",,incerta,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,-0.179533824,3
375,Asterionella formosa,,,,,formosa,Asterionella,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,2.53612308,1
