"strain.code","T.C","rate.per.minute","domain","kingdom","phylum","binomial.name","aero","trophy"
1033,37.0399831133,0.000742601265776669,"Bacteria","Bacteria","Spirochaetes","Spirochaeta africana","AN","H"
1033,43.9628601944,0.000588037901148333,"Bacteria","Bacteria","Spirochaetes","Spirochaeta africana","AN","H"
1034,14.9688066046,3.16011286633334e-05,"Bacteria","Bacteria","Spirochaetes","Spirochaeta alkalica","AN","H"
1034,22.0353825837,0.000142757142547833,"Bacteria","Bacteria","Spirochaetes","Spirochaeta alkalica","AN","H"
1034,26.0233923404,0.000205281047261667,"Bacteria","Bacteria","Spirochaetes","Spirochaeta alkalica","AN","H"
1034,30.0620620476,0.000449617885416665,"Bacteria","Bacteria","Spirochaetes","Spirochaeta alkalica","AN","H"
1034,33.0019628927,0.000500595362666666,"Bacteria","Bacteria","Spirochaetes","Spirochaeta alkalica","AN","H"
1034,36.9737354858,0.000504845891276669,"Bacteria","Bacteria","Spirochaetes","Spirochaeta alkalica","AN","H"
1034,40.0217758405,0.000443924053373332,"Bacteria","Bacteria","Spirochaetes","Spirochaeta alkalica","AN","H"
1034,44.0854507797,0.000278001890726665,"Bacteria","Bacteria","Spirochaetes","Spirochaeta alkalica","AN","H"
1035,21.9584184281,0.000366541339818333,"Bacteria","Bacteria","Spirochaetes","Spirochaeta asiatica","AN","H"
1035,26.0180340764,0.000436050833146668,"Bacteria","Bacteria","Spirochaetes","Spirochaeta asiatica","AN","H"
1035,30.0990827807,0.000582481182931667,"Bacteria","Bacteria","Spirochaetes","Spirochaeta asiatica","AN","H"
1035,33.0206356308,0.000817609745185,"Bacteria","Bacteria","Spirochaetes","Spirochaeta asiatica","AN","H"
1035,36.9493797403,0.000917435827121665,"Bacteria","Bacteria","Spirochaetes","Spirochaeta asiatica","AN","H"
1035,40.0373635176,0.000499866494431668,"Bacteria","Bacteria","Spirochaetes","Spirochaeta asiatica","AN","H"
1036,5.08527477312,0.000168588670456667,"Bacteria","Bacteria","Firmicutes","Trichococcus patagoniensis","FA","H"
1036,9.04772961683,0.000456241372578334,"Bacteria","Bacteria","Firmicutes","Trichococcus patagoniensis","FA","H"
1036,14.163905028,0.000779303863185001,"Bacteria","Bacteria","Firmicutes","Trichococcus patagoniensis","FA","H"
1036,18.1166159603,0.000830179519473331,"Bacteria","Bacteria","Firmicutes","Trichococcus patagoniensis","FA","H"
1036,22.1702903997,0.00133446839534667,"Bacteria","Bacteria","Firmicutes","Trichococcus patagoniensis","FA","H"
1036,26.1279769463,0.001506251479295,"Bacteria","Bacteria","Firmicutes","Trichococcus patagoniensis","FA","H"
1036,30.0172487963,0.00201555743293334,"Bacteria","Bacteria","Firmicutes","Trichococcus patagoniensis","FA","H"
1036,35.256985296,0.00134115437707166,"Bacteria","Bacteria","Firmicutes","Trichococcus patagoniensis","FA","H"
1037,4.27758921721,1.34459031138889e-06,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1037,10.0174093146,9.43175563395834e-05,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1037,15.0297511737,0.00010234782460764,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1037,20.048104519,0.000121839724922917,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1037,25.1045600786,0.00012717259045,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1037,30.1108904514,0.000123741226671528,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1037,35.0268717223,0.000121659386475001,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1038,4.02528360386,4.11264844978472e-05,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1038,10.0329684555,0.000123982956931251,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1038,15.051852226,0.000144486177721527,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1038,20.1060092761,0.000145436654525,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1038,25.0318918185,0.00016223279652361,"Eukarya","Plantae","Chlorophyta","Stichococcus bacillaris","A","A"
1039,10.0205918662,0.000100385479187501,"Eukarya","Plantae","Chlorophyta","Stichococcus minutus","A","A"
1039,15.0766938089,0.000105044131065277,"Eukarya","Plantae","Chlorophyta","Stichococcus minutus","A","A"
1039,20.1028267246,0.000139368731677082,"Eukarya","Plantae","Chlorophyta","Stichococcus minutus","A","A"
1039,25.0239354397,0.000147062989402083,"Eukarya","Plantae","Chlorophyta","Stichococcus minutus","A","A"
1040,49.8760330579,0.00925350737963333,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1040,54.958677686,0.0103479101673001,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1040,59.8553719008,0.0106700280955167,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1040,65,0.0095016237024,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1040,70.020661157,0.00905088665098333,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1041,44.979338843,0.0102558927626666,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1041,49.9380165289,0.0119023999781,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1041,55.020661157,0.0175221890791666,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1041,59.9173553719,0.0280540200316668,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1041,64.8760330579,0.0316320945761665,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1041,69.8966942149,0.0246140286063335,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1042,44.979338843,0.00374375148231667,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1042,49.8760330579,0.00952944556948333,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1042,54.8966942149,0.0129970308138501,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1042,59.7933884298,0.0180652856075001,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1042,64.6900826446,0.0202085955886667,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1042,70.0826446281,0.0133554083885166,"Bacteria","Bacteria","Thermotogae","Marinitoga piezophila","AN","H"
1043,49.9971258538,0.000475192173305,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1043,54.8290728342,0.00159329140461166,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1043,59.6574693988,0.00329839273235,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1043,64.8025292487,0.00598183088748334,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1043,70.6686616623,0.00944793850455,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1043,74.7675322919,0.0117679944094999,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1043,79.5976195307,0.0131935709294168,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1043,84.7017650639,0.00930817610063334,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1043,88.1252113343,0.00329839273235,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1043,89.1910123757,0.000419287211739999,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus vulcanius","AN","A"
1044,49.8194152746,0.00480888482708333,"Bacteria","Bacteria","Aquificae","Hydrogenobacter acidophilus","A","A"
1044,59.7639656581,0.00882898201768334,"Bacteria","Bacteria","Aquificae","Hydrogenobacter acidophilus","A","A"
1044,64.8100565041,0.00965406235079999,"Bacteria","Bacteria","Aquificae","Hydrogenobacter acidophilus","A","A"
1044,70.0006151305,0.00833856194216666,"Bacteria","Bacteria","Aquificae","Hydrogenobacter acidophilus","A","A"
1045,75.0091467705,0.000690608137180052,"Archaea","Crenarchaeota","Crenarchaeota","Caldivirga maquilingensis","FA","H"
1045,79.917163094,0.00102109356052482,"Archaea","Crenarchaeota","Crenarchaeota","Caldivirga maquilingensis","FA","H"
1045,84.9765936489,0.00128819818139352,"Archaea","Crenarchaeota","Crenarchaeota","Caldivirga maquilingensis","FA","H"
1045,89.9936676204,0.000512347011991753,"Archaea","Crenarchaeota","Crenarchaeota","Caldivirga maquilingensis","FA","H"
1046,54.9575707948,0.00176921040795902,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,59.7909667577,0.00288167063560625,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,64.9837630471,0.00395900146552463,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,69.966909146,0.00491220044931637,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,74.9160670118,0.00575591978838241,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,79.8773394953,0.00626470176665465,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,85.2047426485,0.00617793724488699,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,90.0734729132,0.00547149156113665,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,95.1602662972,0.00413218433251818,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,100.146777568,0.00250883004109597,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1046,105.319382828,0.00061586154433226,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus hydrothermalis","AN","H"
1047,15.1337362467,0.00501720130172,"Bacteria","Bacteria","Proteobacteria","Vibrio diabolicus","FA","H"
1047,19.9761351309,0.00990423059042,"Bacteria","Bacteria","Proteobacteria","Vibrio diabolicus","FA","H"
1047,25.0168913684,0.0140288238028999,"Bacteria","Bacteria","Proteobacteria","Vibrio diabolicus","FA","H"
1047,30.136990547,0.0218484425848,"Bacteria","Bacteria","Proteobacteria","Vibrio diabolicus","FA","H"
1047,35.1734077173,0.0268647140864999,"Bacteria","Bacteria","Proteobacteria","Vibrio diabolicus","FA","H"
1047,40.1211839455,0.0300966992096998,"Bacteria","Bacteria","Proteobacteria","Vibrio diabolicus","FA","H"
1047,45.0367271037,0.0199525801952999,"Bacteria","Bacteria","Proteobacteria","Vibrio diabolicus","FA","H"
1048,15,0.00233333333333333,"Eukarya","Animalia","Rotifera","Brachionus patulus","A","H"
1048,15,0.0025,"Eukarya","Animalia","Rotifera","Brachionus patulus","A","H"
1048,15,0.00266666666666666,"Eukarya","Animalia","Rotifera","Brachionus patulus","A","H"
1048,25,0.00583333333333333,"Eukarya","Animalia","Rotifera","Brachionus patulus","A","H"
1048,25,0.00683333333333334,"Eukarya","Animalia","Rotifera","Brachionus patulus","A","H"
1048,25,0.00716666666666667,"Eukarya","Animalia","Rotifera","Brachionus patulus","A","H"
1048,35,0.00733333333333333,"Eukarya","Animalia","Rotifera","Brachionus patulus","A","H"
1048,35,0.00866666666666667,"Eukarya","Animalia","Rotifera","Brachionus patulus","A","H"
1048,35,0.0101666666666666,"Eukarya","Animalia","Rotifera","Brachionus patulus","A","H"
1049,5,2.84823792143305e-05,"Eukarya","Animalia","Rotifera","Keratella cochlearis","A","H"
1049,10,3.67444434139072e-05,"Eukarya","Animalia","Rotifera","Keratella cochlearis","A","H"
1049,15,5.9426198607677e-05,"Eukarya","Animalia","Rotifera","Keratella cochlearis","A","H"
1049,20,9.08211714570159e-05,"Eukarya","Animalia","Rotifera","Keratella cochlearis","A","H"
1049,25,0.000141574179035936,"Eukarya","Animalia","Rotifera","Keratella cochlearis","A","H"
1050,10,8.34232597438793e-05,"Eukarya","Animalia","Rotifera","Brachionus plicatilis","A","H"
1050,10,7.61633241649026e-05,"Eukarya","Animalia","Rotifera","Brachionus plicatilis","A","H"
1050,20,0.000320901472481457,"Eukarya","Animalia","Rotifera","Brachionus plicatilis","A","H"
1050,20,0.000425975405948837,"Eukarya","Animalia","Rotifera","Brachionus plicatilis","A","H"
1051,0.881965324044,0.000331675750671666,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,1.74902978847,0.000326655540691666,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,2.34009721983,0.000362664295774999,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,3.30964648538,0.000375652326521665,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,4.17935999152,0.000378636637571665,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,4.86662074994,0.000413642895931669,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,5.83451436443,0.000421628101035001,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,6.7075391727,0.000434618063373334,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,7.28668591637,0.000434606473816667,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,8.25590405171,0.000446593939433332,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,8.93356203393,0.000452583809056666,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,9.71006238493,0.00046557570299,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,10.2981496444,0.000492579371911666,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,11.2643876078,0.000495561751370002,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,12.5175499013,0.000490533815016667,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,13.5736897177,0.000473502960303333,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,14.640425701,0.000488490189715001,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,15.4126213592,0.000488474736971664,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,16.2780301726,0.000478451701346666,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,17.5335103776,0.000480427720896668,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,18.2888183949,0.00042938344658,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1051,19.246778103,0.000407351697814999,"Bacteria","Bacteria","Bacteroidetes","Psychroflexus torquis","A","H"
1052,1.94444444444,0.000230665604128334,"Bacteria","Bacteria","Actinobacteria","Rhodoglobus vestalii","A","H"
1052,5,0.00050084433819,"Bacteria","Bacteria","Actinobacteria","Rhodoglobus vestalii","A","H"
1052,10,0.000570004174256664,"Bacteria","Bacteria","Actinobacteria","Rhodoglobus vestalii","A","H"
1052,17.9166666667,0.00122902910595,"Bacteria","Bacteria","Actinobacteria","Rhodoglobus vestalii","A","H"
1052,20.9722222222,0.000667240626896665,"Bacteria","Bacteria","Actinobacteria","Rhodoglobus vestalii","A","H"
1052,21.9907407407,0.000531890368851665,"Bacteria","Bacteria","Actinobacteria","Rhodoglobus vestalii","A","H"
1053,-0.489962426194,0.000246913580246668,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,0.969028448739,0.000401234567901668,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,2.18529253892,0.000493827160493333,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,3.94825550188,0.000679012345678335,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,5.28550724638,0.000833333333333334,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,6.37815351583,0.00108024691358,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,8.50558239399,0.00132716049382666,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,9.59898013956,0.00151234567901167,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,10.506763285,0.00194444444445,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,11.9638754697,0.00225308641975,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,13.1173913043,0.0025,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,14.5072463768,0.00333333333333334,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,15.8771873323,0.00580246913579999,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,16.9611916264,0.00675925925926666,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,18.173698336,0.00716049382716666,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,19.8679012346,0.0079938271605,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,20.9635534085,0.0079938271605,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,21.9979602791,0.00802469135801667,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,23.7699409554,0.00746913580246667,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,24.8246376812,0.00583333333333333,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1053,25.8939881911,0.0029938271605,"Bacteria","Bacteria","Firmicutes","Clostridium gasigenes","AN","H"
1054,80,0.0105022300084841,"Archaea","Archaea","Euryarchaeota","Palaeococcus pacificus","AN","H"
1055,19.9425287356,4.54009724448334e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1055,24.7701149425,0.0001162310371355,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1055,30.8620689655,0.000162749980103833,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1055,36.9540229885,0.000224105718325,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1055,41.724137931,0.000280080039109999,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1055,45.2873563218,0.000301037249261665,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1055,49.9425287356,0.000228388113888333,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1055,55.0574712644,3.71962057216667e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1056,19.5977011494,0.000124416855205833,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1056,24.7701149425,0.000200306210231666,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1056,30.9770114943,0.000573272546055,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1056,37.0114942529,0.000540642965691666,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1056,40.0574712644,0.000482300063288334,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1057,24.7126436782,0.000586043938136669,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1057,29.8275862069,0.00098832384005833,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1057,36.8965517241,0.00146048637402333,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1057,40.8620689655,0.00194151687756667,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1057,44.8850574713,0.00189833289751667,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1058,19.8850574713,4.04364253745e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1058,24.7701149425,0.000200306210231666,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1058,29.8850574713,0.000365197388118335,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1058,36.8965517241,0.000476312288959998,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1059,24.9459465435,3.16509333156666e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1059,29.9471624699,4.94845208881667e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1059,34.9500364778,9.16366369686667e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1059,38.2474078659,0.000119750329773999,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1059,41.9418345014,0.000138007649282666,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1059,45.0059690934,7.864833197e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1060,25.0180178188,0.000255362972461666,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1060,30.0444365839,0.000642838193355001,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1060,33.4228328875,0.00102598397924834,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1060,37.027502045,0.00139446495552667,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1060,42.0994627816,0.00161655575943833,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1060,46.1867441912,0.000730016433430001,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1061,20.0131541131,0.000184028622171665,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1061,25.1904582937,0.000284489937288334,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1061,30.3717418699,0.000443315720823331,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1061,33.8485176751,0.000602694198188333,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1061,36.9824022285,0.000733000980109998,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1061,40.1099860721,0.000770897353701667,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1061,44.913558685,0.000389962343126665,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina barkeri","AN","H"
1062,24.8884164475,0.000117021407329168,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1062,30.0325656844,0.000173550519821668,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1062,36.9480423723,0.000225655614815001,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1062,41.8632487035,0.000265932607466666,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1062,44.8881706688,0.000106268587018,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1063,19.9815665938,0.000442340305256668,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1063,24.9606754,0.000778350578808334,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1063,30.0103227075,0.00170042028166667,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1063,36.8875807998,0.00258046181826666,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1063,42.0309927004,0.00260473246983333,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1063,45.2635977093,0.00153120161230833,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1064,19.9739474525,0.000109002875611333,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1064,24.7811340232,0.000423415341510001,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1064,29.8779708506,0.000910026544104998,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1064,36.8559982304,0.00119872440828833,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1064,39.8880477794,0.00135089217686167,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1064,41.8247843291,0.00108311622877167,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1064,45.1860545137,0.000638686804138334,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina mazel","AN","H"
1065,20.1014009002,3.94477317555e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1065,25.0622060385,0.000142998027613334,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1065,29.9640081593,0.000187376725838333,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1065,36.9740723883,0.000231755424063334,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1065,42.1032889968,0.000261341222880001,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1066,24.9035722113,0.000502958579881665,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1066,29.8138033345,0.000793885601578335,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1066,36.8850621217,0.000961538461538331,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1066,40.8726546301,0.00093195266272167,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1067,24.835465871,0.000177514792899999,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1067,31.9070618183,0.000355029585798333,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1067,36.9236669533,0.000424063116370002,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1067,39.7069235827,0.000167652859959999,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1068,19.822063757,0.000202169625246667,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1068,24.7823631551,0.000290927021696668,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1068,30.0869030159,0.000448717948718335,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1068,36.8204959625,0.000739644970414998,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1068,39.7285018291,0.000798816568046668,"Archaea","Euryarchaeota","Euryarchaeota","Methanosarcina vacuolata","AN","H"
1069,14.96,2.38853503185e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanobacterium kanagiense","AN","A"
1069,20.08,5.83864118896667e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanobacterium kanagiense","AN","A"
1069,30,0.000249469214436665,"Archaea","Euryarchaeota","Euryarchaeota","Methanobacterium kanagiense","AN","A"
