"strain.code","T.C","rate.per.minute","domain","kingdom","phylum","binomial.name","aero","trophy"
868,35.0166932355,0.00294800199183334,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,37.5221824526,0.00351196264993333,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,40.2119489478,0.00457625249396667,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,42.628608095,0.00497882849915,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,45.2157086855,0.0055104721228,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,47.7085651838,0.005735454828,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,50.1954061018,0.00579901946039999,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,52.601036685,0.00368344010988334,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,55.1177549854,0.00232649228168334,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
869,4,0.00288811325233311,"Bacteria","Bacteria","Proteobacteria","Alteromonas haloplanctis","A","H"
869,18,0.0115524530093325,"Bacteria","Bacteria","Proteobacteria","Alteromonas haloplanctis","A","H"
869,25,0.0096270441744437,"Bacteria","Bacteria","Proteobacteria","Alteromonas haloplanctis","A","H"
870,3,0.00256721177985165,"Bacteria","Bacteria","Proteobacteria","Moraxella sp.","A","H"
870,17,0.00577622650466621,"Bacteria","Bacteria","Proteobacteria","Moraxella sp.","A","H"
870,25,0.00679556059372496,"Bacteria","Bacteria","Proteobacteria","Moraxella sp.","A","H"
871,3,0.00177730046297422,"Bacteria","Bacteria","Proteobacteria","Moraxella sp.","A","H"
871,17,0.00577622650466621,"Bacteria","Bacteria","Proteobacteria","Moraxella sp.","A","H"
872,4,0.00165035042990463,"Bacteria","Bacteria","Proteobacteria","Psychrobacter immobilis","A","H"
872,25,0.00462098120373297,"Bacteria","Bacteria","Proteobacteria","Psychrobacter immobilis","A","H"
873,4,0.00121604768519289,"Bacteria","Bacteria","Firmicutes","Bacillus sp.","A","H"
873,25,0.00577622650466621,"Bacteria","Bacteria","Firmicutes","Bacillus sp.","A","H"
874,4.92157158737,0.000187309646991666,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
874,7.00805555174,0.00031292776535,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
874,12.803771151,0.000918584491804997,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
874,18.0627976231,0.00155288714451,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
874,27.8506635195,0.000797052244438336,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
874,36.834072102,0.000104202518675001,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
875,5.05874926237,0.000284518794,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
875,6.94317199358,0.000392999309263333,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
875,12.9424309377,0.00106726408578,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
875,18.1462899175,0.00211905565695,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
875,27.9799365986,0.000619752340958331,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
875,37.0366273724,0.000138496937426499,"Bacteria","Bacteria","Proteobacteria","Psychrobacter sp.","A","H"
876,-5.09437483704,2.24146527786666e-05,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
876,-2.06526780936,0.000216570375148332,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
876,-0.179857003664,0.000359364521721665,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
876,2.98511026637,0.000604977882685002,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
876,5.87950980527,0.000787708536323333,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
876,14.8723050954,0.000420838308013333,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
877,-1.99140401146,0.000230362228933389,"Bacteria","Bacteria","Firmicutes","Clostridium algoriphilium","AN","H"
877,0.0143266475645,0.000396410575043913,"Bacteria","Bacteria","Firmicutes","Clostridium algoriphilium","AN","H"
877,3.0229226361,0.000607528590900785,"Bacteria","Bacteria","Firmicutes","Clostridium algoriphilium","AN","H"
877,5.95988538682,0.00076226904906678,"Bacteria","Bacteria","Firmicutes","Clostridium algoriphilium","AN","H"
877,12.0487106017,0.000411397178559248,"Bacteria","Bacteria","Firmicutes","Clostridium algoriphilium","AN","H"
877,14.9856733524,0.000250289488309928,"Bacteria","Bacteria","Firmicutes","Clostridium algoriphilium","AN","H"
878,0.309452898699,0.00142219853811426,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,1.63865203378,0.00173145080368586,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,2.43339725021,0.00200494667479066,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,3.76912406675,0.00218369659859695,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,4.84374362531,0.00216163727771282,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,5.6319611603,0.00266303326487645,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,6.28840112603,0.00313437351273483,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,7.08804210355,0.00332842047251072,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,7.75182571091,0.0035862071903312,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,8.29035943046,0.00352858586465387,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,9.0891844478,0.00376407355086474,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,11.3750968953,0.00361803894181667,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,12.3146750439,0.0036187260960741,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,12.9792746114,0.00385705304340276,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,13.6716168251,0.00311221141436551,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,14.490840847,0.00266859432696293,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,15.1676798172,0.00249604415922692,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
878,15.7225327404,0.0019904317335365,"Bacteria","Bacteria","Proteobacteria","Colwellia demingiae","FA","H"
879,3.17771084337,0.001721164805149,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,3.85542168675,0.0018450470753004,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,4.53313253012,0.00199496235625257,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,5.34638554217,0.0019736256638284,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,6.29518072289,0.00221968906764877,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,7.51506024096,0.00222031212369563,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,8.19277108434,0.0025788519348692,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,8.87048192771,0.00275555580334057,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,9.68373493976,0.00288554920642053,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,10.6325301205,0.00296525533392238,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,12.8012048193,0.00253205922228282,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,13.8855421687,0.00248379068531232,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,15.2409638554,0.00164646834202672,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,15.6475903614,0.00211092047785469,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
879,16.7319277108,0.00200087306070529,"Bacteria","Bacteria","Proteobacteria","Colwellia hornerae","FA","H"
880,2.04697986577,0.00236892776332481,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,2.44966442953,0.00253828591790133,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,3.52348993289,0.00292102295020332,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,4.73154362416,0.00347296927943426,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,5.93959731544,0.00356062552557619,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,7.28187919463,0.00404261997513051,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,8.89261744966,0.00455542134231399,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,10.1006711409,0.00496011120787937,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,12.3825503356,0.00559986036665005,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,13.7248322148,0.00582227203779868,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,14.932885906,0.00616323948152214,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,16.2751677852,0.00627995928564287,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,17.8859060403,0.00659461505316458,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,19.6308724832,0.00620610734531153,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,20.3020134228,0.00590311376462332,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,21.2416107383,0.00531951625462079,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,22.4496644295,0.00476651346303192,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,23.7919463087,0.00312228316121468,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
880,24.4630872483,0.00190849843277708,"Bacteria","Bacteria","Proteobacteria","Colwellia psychotropica","FA","H"
881,1.95829708847,0.00190605539372744,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,2.89121424551,0.00216988260005462,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,3.56214501356,0.00223876227099347,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,4.76523563424,0.0024997646271403,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,5.43289157243,0.00267328630287125,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,6.37153968173,0.00280109204947946,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,7.57463030241,0.00309218624565885,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,8.91239830118,0.00339776305356995,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,9.85432124034,0.00342684041922938,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,10.3905746303,0.00351316576219896,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,11.7340735813,0.00363039700727079,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,12.5413191424,0.00366035216005693,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,13.8815432636,0.00390053712841551,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,15.239778949,0.00348788064180955,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,15.6667348923,0.00273030981282403,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
881,16.9001176892,0.00211027006656056,"Bacteria","Bacteria","Proteobacteria","Colwellia psychrerythraea","FA","H"
882,4,0.00471673254281666,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
882,10,0.00469038208168334,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
882,15,0.00537549407115,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
883,4,0.00202898550725,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
883,10,0.00376811594203333,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
883,15,0.00534914361001667,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
884,4,0.00202898550725,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
884,10,0.00329380764163333,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
884,15,0.00466403162055,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
885,4,0.00202898550725,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
885,10,0.00321475625823333,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
885,15,0.0037417654809,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
886,4,0.00173913043478333,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
886,10,0.00258234519103333,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
886,15,0.00361001317523333,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
887,4,0.00105401844532333,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
887,10,2.6350461133e-05,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
887,15,2.6350461133e-05,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
888,4,5.27009222661667e-05,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
889,4,5.27009222661667e-05,"Bacteria","Bacteria","Proteobacteria","Psychromonas antarctica","AN","H"
890,4,1.29659464588333e-05,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
890,10,1.30027292856667e-05,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
891,4,0.00166480913391167,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
891,10,3.72058293423333e-05,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
892,4,0.00214471467561666,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
892,10,2.23087844746667e-05,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
892,15,9.32444660233334e-06,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
893,4,0.00183033185466667,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
893,10,0.00153084607858334,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
893,15,7.44852243383336e-06,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
894,4,0.00159411254073667,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
894,10,0.002232147455,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
894,15,1.86305017913334e-05,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
895,4,0.00157921549587,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
895,10,0.00247767282411666,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
895,15,0.000706873974678335,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
896,4,0.00159039747522666,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
896,10,0.00198099431336667,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
896,15,0.0021112423032,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
897,4,0.001171845688685,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
897,10,0.00180988060295,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
897,15,0.00213540862041666,"Bacteria","Bacteria","Proteobacteria","Psychromonas kaikoae","AN","H"
898,10,0.00103455081560641,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
898,15,0.00543540799341727,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
898,17,0.00727437724619388,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
898,20,0.0101667049739376,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
898,25,0.0205850927048638,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
898,30,0.0272774780122449,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
898,37,0.0433328028143239,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
898,42,0.035998998697917,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
898,43,0.0347753265636015,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,10,0.00147178795455073,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,12,0.00254907845509386,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,17,0.00767870735151558,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,20,0.0120679756516574,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,25,0.0210390131585504,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,30,0.0314772176445946,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,37,0.0433259683573899,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,40,0.043867761866255,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,42,0.0421231888612776,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
899,44,0.0392258116468602,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
900,10,0.00147178795455073,"Bacteria","Bacteria","Firmicutes","Bacillus cereus","FA","H"
